"StichtagDatJahr","QuarSort","QuarCd","QuarLang","AlterVSort","AlterVKurz","AlterV05Sort","AlterV05Kurz","AnzBestWir"
1995,13,013,"Lindenhof",36,36,8,"35-39",14
1995,23,023,"Leimbach",45,45,10,"45-49",70
1995,13,013,"Lindenhof",45,45,10,"45-49",13
1995,123,123,"Hirzenbach",35,35,8,"35-39",171
1995,14,014,"City",45,45,10,"45-49",14
1995,11,011,"Rathaus",45,45,10,"45-49",64
1995,63,063,"Oberstrass",27,27,6,"25-29",248
1995,71,071,"Fluntern",29,29,6,"25-29",134
1995,61,061,"Unterstrass",35,35,8,"35-39",391
1995,63,063,"Oberstrass",30,30,7,"30-34",224
1995,51,051,"Gewerbeschule",46,46,10,"45-49",167
1995,63,063,"Oberstrass",29,29,6,"25-29",225
1995,33,033,"Friesenberg",41,41,9,"40-44",156
1995,71,071,"Fluntern",36,36,8,"35-39",96
1995,12,012,"Hochschulen",41,41,9,"40-44",8
1995,61,061,"Unterstrass",29,29,6,"25-29",486
1995,52,052,"Escher Wyss",36,36,8,"35-39",19
1995,115,115,"Oerlikon",44,44,9,"40-44",213
1995,101,101,"Höngg",44,44,9,"40-44",238
1995,52,052,"Escher Wyss",29,29,6,"25-29",48
1995,41,041,"Werd",30,30,7,"30-34",118
1995,61,061,"Unterstrass",27,27,6,"25-29",460
1995,34,034,"Sihlfeld",36,36,8,"35-39",380
1995,33,033,"Friesenberg",36,36,8,"35-39",160
1995,121,121,"Saatlen",44,44,9,"40-44",88
1995,119,119,"Seebach",35,35,8,"35-39",289
1995,41,041,"Werd",46,46,10,"45-49",49
1995,91,091,"Albisrieden",29,29,6,"25-29",289
1995,82,082,"Mühlebach",33,33,7,"30-34",114
1995,82,082,"Mühlebach",29,29,6,"25-29",136
1995,115,115,"Oerlikon",40,40,9,"40-44",233
1995,111,111,"Affoltern",44,44,9,"40-44",223
1995,72,072,"Hottingen",33,33,7,"30-34",209
1995,91,091,"Albisrieden",44,44,9,"40-44",193
1995,52,052,"Escher Wyss",27,27,6,"25-29",42
1995,82,082,"Mühlebach",44,44,9,"40-44",80
1995,52,052,"Escher Wyss",33,33,7,"30-34",42
1995,91,091,"Albisrieden",28,28,6,"25-29",265
1995,72,072,"Hottingen",44,44,9,"40-44",131
1995,13,013,"Lindenhof",28,28,6,"25-29",26
1995,83,083,"Weinegg",26,26,6,"25-29",80
1995,24,024,"Enge",31,31,7,"30-34",181
1995,23,023,"Leimbach",31,31,7,"30-34",68
1995,119,119,"Seebach",45,45,10,"45-49",250
1995,82,082,"Mühlebach",28,28,6,"25-29",161
1995,14,014,"City",31,31,7,"30-34",24
1995,31,031,"Alt-Wiedikon",36,36,8,"35-39",291
1995,24,024,"Enge",44,44,9,"40-44",104
1995,23,023,"Leimbach",44,44,9,"40-44",74
1995,21,021,"Wollishofen",44,44,9,"40-44",194
1995,21,021,"Wollishofen",36,36,8,"35-39",233
1995,11,011,"Rathaus",31,31,7,"30-34",81
1995,42,042,"Langstrasse",44,44,9,"40-44",157
1995,102,102,"Wipkingen",40,40,9,"40-44",246
1995,83,083,"Weinegg",40,40,9,"40-44",67
1995,42,042,"Langstrasse",33,33,7,"30-34",288
1995,122,122,"Schwamendingen-Mitte",30,30,7,"30-34",198
1995,72,072,"Hottingen",40,40,9,"40-44",163
1995,102,102,"Wipkingen",45,45,10,"45-49",206
1995,83,083,"Weinegg",45,45,10,"45-49",66
1995,115,115,"Oerlikon",30,30,7,"30-34",358
1995,74,074,"Witikon",45,45,10,"45-49",124
1995,14,014,"City",44,44,9,"40-44",15
1995,13,013,"Lindenhof",44,44,9,"40-44",12
1995,91,091,"Albisrieden",27,27,6,"25-29",255
1995,11,011,"Rathaus",44,44,9,"40-44",49
1995,82,082,"Mühlebach",35,35,8,"35-39",94
1995,123,123,"Hirzenbach",43,43,9,"40-44",140
1995,12,012,"Hochschulen",27,27,6,"25-29",18
1995,82,082,"Mühlebach",27,27,6,"25-29",134
1995,63,063,"Oberstrass",35,35,8,"35-39",166
1995,71,071,"Fluntern",45,45,10,"45-49",89
1995,63,063,"Oberstrass",45,45,10,"45-49",162
1995,52,052,"Escher Wyss",35,35,8,"35-39",32
1995,61,061,"Unterstrass",45,45,10,"45-49",269
1995,52,052,"Escher Wyss",45,45,10,"45-49",37
1995,42,042,"Langstrasse",45,45,10,"45-49",184
1995,34,034,"Sihlfeld",45,45,10,"45-49",266
1995,52,052,"Escher Wyss",40,40,9,"40-44",19
1995,121,121,"Saatlen",43,43,9,"40-44",97
1995,111,111,"Affoltern",35,35,8,"35-39",275
1995,83,083,"Weinegg",43,43,9,"40-44",79
1995,42,042,"Langstrasse",29,29,6,"25-29",333
1995,119,119,"Seebach",43,43,9,"40-44",227
1995,33,033,"Friesenberg",45,45,10,"45-49",154
1995,31,031,"Alt-Wiedikon",45,45,10,"45-49",178
1995,42,042,"Langstrasse",35,35,8,"35-39",256
1995,34,034,"Sihlfeld",35,35,8,"35-39",415
1995,31,031,"Alt-Wiedikon",35,35,8,"35-39",297
1995,123,123,"Hirzenbach",44,44,9,"40-44",157
1995,24,024,"Enge",40,40,9,"40-44",95
1995,23,023,"Leimbach",40,40,9,"40-44",64
1995,21,021,"Wollishofen",40,40,9,"40-44",199
1995,123,123,"Hirzenbach",27,27,6,"25-29",182
1995,14,014,"City",30,30,7,"30-34",13
1995,81,081,"Seefeld",43,43,9,"40-44",82
1995,24,024,"Enge",29,29,6,"25-29",216
1995,13,013,"Lindenhof",30,30,7,"30-34",18
1995,81,081,"Seefeld",26,26,6,"25-29",160
1995,101,101,"Höngg",43,43,9,"40-44",267
1995,92,092,"Altstetten",43,43,9,"40-44",418
1995,23,023,"Leimbach",29,29,6,"25-29",50
1995,11,011,"Rathaus",30,30,7,"30-34",100
1995,74,074,"Witikon",43,43,9,"40-44",130
1995,21,021,"Wollishofen",29,29,6,"25-29",273
1995,122,122,"Schwamendingen-Mitte",4,4,1,"0-4",108
1995,115,115,"Oerlikon",4,4,1,"0-4",106
1995,81,081,"Seefeld",35,35,8,"35-39",136
1995,14,014,"City",29,29,6,"25-29",27
1995,44,044,"Hard",43,43,9,"40-44",177
1995,72,072,"Hottingen",35,35,8,"35-39",159
1995,41,041,"Werd",43,43,9,"40-44",51
1995,13,013,"Lindenhof",29,29,6,"25-29",32
1995,102,102,"Wipkingen",44,44,9,"40-44",211
1995,83,083,"Weinegg",44,44,9,"40-44",66
1995,71,071,"Fluntern",43,43,9,"40-44",107
1995,63,063,"Oberstrass",43,43,9,"40-44",152
1995,61,061,"Unterstrass",43,43,9,"40-44",269
1995,51,051,"Gewerbeschule",43,43,9,"40-44",153
1995,34,034,"Sihlfeld",43,43,9,"40-44",325
1995,33,033,"Friesenberg",43,43,9,"40-44",141
1995,81,081,"Seefeld",4,4,1,"0-4",30
1995,71,071,"Fluntern",4,4,1,"0-4",52
1995,123,123,"Hirzenbach",34,34,7,"30-34",166
1995,12,012,"Hochschulen",43,43,9,"40-44",7
1995,121,121,"Saatlen",32,32,7,"30-34",95
1995,123,123,"Hirzenbach",3,3,1,"0-4",126
1995,31,031,"Alt-Wiedikon",43,43,9,"40-44",209
1995,101,101,"Höngg",32,32,7,"30-34",343
1995,34,034,"Sihlfeld",29,29,6,"25-29",492
1995,13,013,"Lindenhof",43,43,9,"40-44",10
1995,91,091,"Albisrieden",32,32,7,"30-34",234
1995,119,119,"Seebach",3,3,1,"0-4",171
1995,51,051,"Gewerbeschule",4,4,1,"0-4",58
1995,44,044,"Hard",4,4,1,"0-4",130
1995,41,041,"Werd",4,4,1,"0-4",31
1995,34,034,"Sihlfeld",4,4,1,"0-4",211
1995,31,031,"Alt-Wiedikon",4,4,1,"0-4",117
1995,31,031,"Alt-Wiedikon",29,29,6,"25-29",380
1995,44,044,"Hard",35,35,8,"35-39",210
1995,61,061,"Unterstrass",44,44,9,"40-44",286
1995,52,052,"Escher Wyss",44,44,9,"40-44",17
1995,101,101,"Höngg",3,3,1,"0-4",178
1995,41,041,"Werd",35,35,8,"35-39",81
1995,123,123,"Hirzenbach",42,42,9,"40-44",145
1995,119,119,"Seebach",42,42,9,"40-44",222
1995,91,091,"Albisrieden",3,3,1,"0-4",147
1995,102,102,"Wipkingen",42,42,9,"40-44",210
1995,72,072,"Hottingen",34,34,7,"30-34",191
1995,14,014,"City",4,4,1,"0-4",9
1995,13,013,"Lindenhof",4,4,1,"0-4",3
1995,61,061,"Unterstrass",34,34,7,"30-34",389
1995,52,052,"Escher Wyss",34,34,7,"30-34",30
1995,121,121,"Saatlen",34,34,7,"30-34",97
1995,122,122,"Schwamendingen-Mitte",42,42,9,"40-44",156
1995,119,119,"Seebach",34,34,7,"30-34",292
1995,102,102,"Wipkingen",30,30,7,"30-34",392
1995,115,115,"Oerlikon",42,42,9,"40-44",220
1995,31,031,"Alt-Wiedikon",44,44,9,"40-44",226
1995,92,092,"Altstetten",30,30,7,"30-34",513
1995,82,082,"Mühlebach",34,34,7,"30-34",110
1995,83,083,"Weinegg",30,30,7,"30-34",80
1995,92,092,"Altstetten",42,42,9,"40-44",365
1995,81,081,"Seefeld",30,30,7,"30-34",144
1995,14,014,"City",35,35,8,"35-39",30
1995,13,013,"Lindenhof",35,35,8,"35-39",28
1995,81,081,"Seefeld",42,42,9,"40-44",79
1995,73,073,"Hirslanden",42,42,9,"40-44",92
1995,11,011,"Rathaus",35,35,8,"35-39",48
1995,72,072,"Hottingen",30,30,7,"30-34",230
1995,73,073,"Hirslanden",27,27,6,"25-29",144
1995,122,122,"Schwamendingen-Mitte",43,43,9,"40-44",145
1995,115,115,"Oerlikon",43,43,9,"40-44",192
1995,83,083,"Weinegg",42,42,9,"40-44",69
1995,74,074,"Witikon",42,42,9,"40-44",109
1995,74,074,"Witikon",30,30,7,"30-34",135
1995,61,061,"Unterstrass",32,32,7,"30-34",412
1995,71,071,"Fluntern",42,42,9,"40-44",108
1995,63,063,"Oberstrass",42,42,9,"40-44",150
1995,61,061,"Unterstrass",42,42,9,"40-44",287
1995,73,073,"Hirslanden",30,30,7,"30-34",135
1995,52,052,"Escher Wyss",42,42,9,"40-44",24
1995,34,034,"Sihlfeld",42,42,9,"40-44",306
1995,33,033,"Friesenberg",42,42,9,"40-44",122
1995,31,031,"Alt-Wiedikon",42,42,9,"40-44",206
1995,71,071,"Fluntern",30,30,7,"30-34",139
1995,119,119,"Seebach",28,28,6,"25-29",328
1995,44,044,"Hard",42,42,9,"40-44",184
1995,41,041,"Werd",42,42,9,"40-44",44
1995,52,052,"Escher Wyss",30,30,7,"30-34",30
1995,91,091,"Albisrieden",43,43,9,"40-44",217
1995,71,071,"Fluntern",27,27,6,"25-29",137
1995,82,082,"Mühlebach",43,43,9,"40-44",92
1995,73,073,"Hirslanden",43,43,9,"40-44",113
1995,91,091,"Albisrieden",39,39,8,"35-39",224
1995,61,061,"Unterstrass",39,39,8,"35-39",293
1995,111,111,"Affoltern",34,34,7,"30-34",291
1995,12,012,"Hochschulen",42,42,9,"40-44",11
1995,63,063,"Oberstrass",34,34,7,"30-34",202
1995,11,011,"Rathaus",29,29,6,"25-29",80
1995,123,123,"Hirzenbach",33,33,7,"30-34",187
1995,63,063,"Oberstrass",3,3,1,"0-4",72
1995,115,115,"Oerlikon",41,41,9,"40-44",240
1995,61,061,"Unterstrass",3,3,1,"0-4",179
1995,51,051,"Gewerbeschule",27,27,6,"25-29",285
1995,111,111,"Affoltern",41,41,9,"40-44",280
1995,24,024,"Enge",43,43,9,"40-44",106
1995,21,021,"Wollishofen",43,43,9,"40-44",195
1995,101,101,"Höngg",34,34,7,"30-34",325
1995,14,014,"City",43,43,9,"40-44",13
1995,11,011,"Rathaus",43,43,9,"40-44",46
1995,91,091,"Albisrieden",34,34,7,"30-34",243
1995,44,044,"Hard",27,27,6,"25-29",265
1995,42,042,"Langstrasse",34,34,7,"30-34",254
1995,91,091,"Albisrieden",41,41,9,"40-44",191
1995,82,082,"Mühlebach",41,41,9,"40-44",87
1995,72,072,"Hottingen",41,41,9,"40-44",132
1995,115,115,"Oerlikon",33,33,7,"30-34",327
1995,42,042,"Langstrasse",27,27,6,"25-29",308
1995,122,122,"Schwamendingen-Mitte",38,38,8,"35-39",141
1995,11,011,"Rathaus",3,3,1,"0-4",22
1995,111,111,"Affoltern",38,38,8,"35-39",261
1995,102,102,"Wipkingen",38,38,8,"35-39",251
1995,92,092,"Altstetten",38,38,8,"35-39",424
1995,83,083,"Weinegg",38,38,8,"35-39",77
1995,81,081,"Seefeld",33,33,7,"30-34",125
1995,42,042,"Langstrasse",41,41,9,"40-44",178
1995,61,061,"Unterstrass",26,26,6,"25-29",503
1995,111,111,"Affoltern",42,42,9,"40-44",243
1995,101,101,"Höngg",42,42,9,"40-44",275
1995,122,122,"Schwamendingen-Mitte",29,29,6,"25-29",193
1995,24,024,"Enge",41,41,9,"40-44",119
1995,23,023,"Leimbach",41,41,9,"40-44",57
1995,115,115,"Oerlikon",29,29,6,"25-29",380
1995,21,021,"Wollishofen",41,41,9,"40-44",219
1995,61,061,"Unterstrass",30,30,7,"30-34",426
1995,41,041,"Werd",34,34,7,"30-34",87
1995,72,072,"Hottingen",42,42,9,"40-44",161
1995,51,051,"Gewerbeschule",42,42,9,"40-44",143
1995,51,051,"Gewerbeschule",30,30,7,"30-34",282
1995,12,012,"Hochschulen",34,34,7,"30-34",5
1995,44,044,"Hard",30,30,7,"30-34",272
1995,14,014,"City",41,41,9,"40-44",20
1995,13,013,"Lindenhof",41,41,9,"40-44",21
1995,11,011,"Rathaus",41,41,9,"40-44",48
1995,74,074,"Witikon",38,38,8,"35-39",106
1995,73,073,"Hirslanden",38,38,8,"35-39",102
1995,71,071,"Fluntern",33,33,7,"30-34",133
1995,123,123,"Hirzenbach",40,40,9,"40-44",155
1995,122,122,"Schwamendingen-Mitte",25,25,6,"25-29",180
1995,51,051,"Gewerbeschule",33,33,7,"30-34",214
1995,44,044,"Hard",33,33,7,"30-34",231
1995,101,101,"Höngg",40,40,9,"40-44",247
1995,41,041,"Werd",33,33,7,"30-34",84
1995,121,121,"Saatlen",40,40,9,"40-44",107
1995,111,111,"Affoltern",40,40,9,"40-44",273
1995,34,034,"Sihlfeld",30,30,7,"30-34",535
1995,115,115,"Oerlikon",31,31,7,"30-34",359
1995,92,092,"Altstetten",40,40,9,"40-44",419
1995,33,033,"Friesenberg",30,30,7,"30-34",95
1995,24,024,"Enge",42,42,9,"40-44",110
1995,23,023,"Leimbach",42,42,9,"40-44",72
1995,21,021,"Wollishofen",42,42,9,"40-44",204
1995,31,031,"Alt-Wiedikon",30,30,7,"30-34",365
1995,14,014,"City",42,42,9,"40-44",17
1995,92,092,"Altstetten",31,31,7,"30-34",516
1995,13,013,"Lindenhof",42,42,9,"40-44",15
1995,24,024,"Enge",30,30,7,"30-34",183
1995,83,083,"Weinegg",31,31,7,"30-34",95
1995,33,033,"Friesenberg",38,38,8,"35-39",155
1995,24,024,"Enge",38,38,8,"35-39",114
1995,21,021,"Wollishofen",30,30,7,"30-34",288
1995,23,023,"Leimbach",38,38,8,"35-39",60
1995,21,021,"Wollishofen",38,38,8,"35-39",211
1995,23,023,"Leimbach",34,34,7,"30-34",66
1995,14,014,"City",34,34,7,"30-34",27
1995,13,013,"Lindenhof",34,34,7,"30-34",21
1995,123,123,"Hirzenbach",41,41,9,"40-44",144
1995,92,092,"Altstetten",26,26,6,"25-29",481
1995,121,121,"Saatlen",41,41,9,"40-44",87
1995,11,011,"Rathaus",34,34,7,"30-34",50
1995,52,052,"Escher Wyss",26,26,6,"25-29",46
1995,122,122,"Schwamendingen-Mitte",33,33,7,"30-34",164
1995,61,061,"Unterstrass",40,40,9,"40-44",288
1995,111,111,"Affoltern",33,33,7,"30-34",313
1995,122,122,"Schwamendingen-Mitte",28,28,6,"25-29",199
1995,81,081,"Seefeld",40,40,9,"40-44",83
1995,101,101,"Höngg",33,33,7,"30-34",332
1995,91,091,"Albisrieden",33,33,7,"30-34",282
1995,12,012,"Hochschulen",38,38,8,"35-39",5
1995,111,111,"Affoltern",28,28,6,"25-29",267
1995,115,115,"Oerlikon",28,28,6,"25-29",384
1995,102,102,"Wipkingen",41,41,9,"40-44",228
1995,121,121,"Saatlen",33,33,7,"30-34",102
1995,83,083,"Weinegg",41,41,9,"40-44",67
1995,115,115,"Oerlikon",25,25,6,"25-29",421
1995,119,119,"Seebach",33,33,7,"30-34",298
1995,81,081,"Seefeld",41,41,9,"40-44",94
1995,101,101,"Höngg",28,28,6,"25-29",336
1995,34,034,"Sihlfeld",33,33,7,"30-34",437
1995,92,092,"Altstetten",28,28,6,"25-29",476
1995,34,034,"Sihlfeld",40,40,9,"40-44",289
1995,31,031,"Alt-Wiedikon",33,33,7,"30-34",318
1995,31,031,"Alt-Wiedikon",40,40,9,"40-44",201
1995,92,092,"Altstetten",29,29,6,"25-29",502
1995,51,051,"Gewerbeschule",40,40,9,"40-44",187
1995,44,044,"Hard",40,40,9,"40-44",189
1995,41,041,"Werd",40,40,9,"40-44",61
1995,14,014,"City",33,33,7,"30-34",28
1995,13,013,"Lindenhof",33,33,7,"30-34",15
1995,81,081,"Seefeld",29,29,6,"25-29",148
1995,61,061,"Unterstrass",41,41,9,"40-44",260
1995,52,052,"Escher Wyss",41,41,9,"40-44",22
1995,74,074,"Witikon",29,29,6,"25-29",125
1995,73,073,"Hirslanden",29,29,6,"25-29",132
1995,122,122,"Schwamendingen-Mitte",32,32,7,"30-34",165
1995,102,102,"Wipkingen",28,28,6,"25-29",371
1995,115,115,"Oerlikon",32,32,7,"30-34",358
1995,14,014,"City",40,40,9,"40-44",15
1995,13,013,"Lindenhof",40,40,9,"40-44",13
1995,81,081,"Seefeld",31,31,7,"30-34",131
1995,11,011,"Rathaus",40,40,9,"40-44",54
1995,74,074,"Witikon",31,31,7,"30-34",138
1995,71,071,"Fluntern",31,31,7,"30-34",118
1995,102,102,"Wipkingen",27,27,6,"25-29",423
1995,12,012,"Hochschulen",40,40,9,"40-44",8
1995,51,051,"Gewerbeschule",31,31,7,"30-34",292
1995,44,044,"Hard",31,31,7,"30-34",238
1995,31,031,"Alt-Wiedikon",41,41,9,"40-44",233
1995,74,074,"Witikon",33,33,7,"30-34",135
1995,73,073,"Hirslanden",33,33,7,"30-34",112
1995,121,121,"Saatlen",4,4,1,"0-4",90
1995,102,102,"Wipkingen",33,33,7,"30-34",343
1995,92,092,"Altstetten",33,33,7,"30-34",476
1995,111,111,"Affoltern",4,4,1,"0-4",211
1995,101,101,"Höngg",4,4,1,"0-4",161
1995,74,074,"Witikon",28,28,6,"25-29",119
1995,83,083,"Weinegg",33,33,7,"30-34",95
1995,91,091,"Albisrieden",4,4,1,"0-4",129
1995,122,122,"Schwamendingen-Mitte",40,40,9,"40-44",130
1995,119,119,"Seebach",40,40,9,"40-44",229
1995,72,072,"Hottingen",37,37,8,"35-39",170
1995,61,061,"Unterstrass",37,37,8,"35-39",317
1995,52,052,"Escher Wyss",37,37,8,"35-39",30
1995,33,033,"Friesenberg",33,33,7,"30-34",137
1995,82,082,"Mühlebach",4,4,1,"0-4",40
1995,24,024,"Enge",33,33,7,"30-34",170
1995,72,072,"Hottingen",4,4,1,"0-4",75
1995,23,023,"Leimbach",33,33,7,"30-34",74
1995,83,083,"Weinegg",27,27,6,"25-29",103
1995,21,021,"Wollishofen",33,33,7,"30-34",251
1995,74,074,"Witikon",4,4,1,"0-4",73
1995,73,073,"Hirslanden",4,4,1,"0-4",45
1995,41,041,"Werd",31,31,7,"30-34",106
1995,34,034,"Sihlfeld",31,31,7,"30-34",479
1995,83,083,"Weinegg",28,28,6,"25-29",92
1995,33,033,"Friesenberg",31,31,7,"30-34",145
1995,52,052,"Escher Wyss",4,4,1,"0-4",17
1995,31,031,"Alt-Wiedikon",31,31,7,"30-34",371
1995,42,042,"Langstrasse",4,4,1,"0-4",81
1995,21,021,"Wollishofen",31,31,7,"30-34",269
1995,81,081,"Seefeld",28,28,6,"25-29",170
1995,13,013,"Lindenhof",31,31,7,"30-34",29
1995,102,102,"Wipkingen",32,32,7,"30-34",355
1995,73,073,"Hirslanden",28,28,6,"25-29",159
1995,33,033,"Friesenberg",4,4,1,"0-4",118
1995,92,092,"Altstetten",32,32,7,"30-34",499
1995,24,024,"Enge",4,4,1,"0-4",66
1995,23,023,"Leimbach",4,4,1,"0-4",46
1995,21,021,"Wollishofen",4,4,1,"0-4",147
1995,83,083,"Weinegg",32,32,7,"30-34",105
1995,24,024,"Enge",27,27,6,"25-29",182
1995,122,122,"Schwamendingen-Mitte",3,3,1,"0-4",85
1995,91,091,"Albisrieden",40,40,9,"40-44",242
1995,74,074,"Witikon",32,32,7,"30-34",153
1995,82,082,"Mühlebach",40,40,9,"40-44",88
1995,14,014,"City",28,28,6,"25-29",20
1995,73,073,"Hirslanden",32,32,7,"30-34",112
1995,74,074,"Witikon",40,40,9,"40-44",135
1995,101,101,"Höngg",26,26,6,"25-29",254
1995,111,111,"Affoltern",26,26,6,"25-29",320
1995,115,115,"Oerlikon",3,3,1,"0-4",120
1995,63,063,"Oberstrass",33,33,7,"30-34",203
1995,61,061,"Unterstrass",33,33,7,"30-34",393
1995,122,122,"Schwamendingen-Mitte",39,39,8,"35-39",141
1995,23,023,"Leimbach",27,27,6,"25-29",59
1995,11,011,"Rathaus",4,4,1,"0-4",13
1995,11,011,"Rathaus",33,33,7,"30-34",82
1995,101,101,"Höngg",27,27,6,"25-29",263
1995,115,115,"Oerlikon",39,39,8,"35-39",234
1995,102,102,"Wipkingen",39,39,8,"35-39",280
1995,92,092,"Altstetten",39,39,8,"35-39",416
1995,83,083,"Weinegg",39,39,8,"35-39",78
1995,73,073,"Hirslanden",40,40,9,"40-44",113
1995,71,071,"Fluntern",40,40,9,"40-44",101
1995,63,063,"Oberstrass",40,40,9,"40-44",167
1995,42,042,"Langstrasse",40,40,9,"40-44",200
1995,121,121,"Saatlen",3,3,1,"0-4",82
1995,21,021,"Wollishofen",27,27,6,"25-29",278
1995,123,123,"Hirzenbach",36,36,8,"35-39",161
1995,71,071,"Fluntern",32,32,7,"30-34",120
1995,111,111,"Affoltern",39,39,8,"35-39",291
1995,101,101,"Höngg",39,39,8,"35-39",278
1995,51,051,"Gewerbeschule",32,32,7,"30-34",260
1995,81,081,"Seefeld",39,39,8,"35-39",85
1995,74,074,"Witikon",39,39,8,"35-39",128
1995,73,073,"Hirslanden",39,39,8,"35-39",93
1995,82,082,"Mühlebach",3,3,1,"0-4",36
1995,71,071,"Fluntern",39,39,8,"35-39",95
1995,34,034,"Sihlfeld",32,32,7,"30-34",443
1995,51,051,"Gewerbeschule",39,39,8,"35-39",156
1995,33,033,"Friesenberg",40,40,9,"40-44",120
1995,74,074,"Witikon",3,3,1,"0-4",89
1995,14,014,"City",27,27,6,"25-29",26
1995,121,121,"Saatlen",36,36,8,"35-39",87
1995,119,119,"Seebach",36,36,8,"35-39",276
1995,12,012,"Hochschulen",33,33,7,"30-34",12
1995,71,071,"Fluntern",3,3,1,"0-4",43
1995,101,101,"Höngg",36,36,8,"35-39",287
1995,91,091,"Albisrieden",36,36,8,"35-39",250
1995,11,011,"Rathaus",28,28,6,"25-29",99
1995,52,052,"Escher Wyss",3,3,1,"0-4",14
1995,123,123,"Hirzenbach",4,4,1,"0-4",120
1995,111,111,"Affoltern",32,32,7,"30-34",297
1995,119,119,"Seebach",4,4,1,"0-4",186
1995,72,072,"Hottingen",39,39,8,"35-39",158
1995,42,042,"Langstrasse",3,3,1,"0-4",97
1995,13,013,"Lindenhof",27,27,6,"25-29",25
1995,44,044,"Hard",39,39,8,"35-39",193
1995,34,034,"Sihlfeld",39,39,8,"35-39",348
1995,34,034,"Sihlfeld",3,3,1,"0-4",201
1995,33,033,"Friesenberg",39,39,8,"35-39",163
1995,111,111,"Affoltern",30,30,7,"30-34",304
1995,24,024,"Enge",39,39,8,"35-39",140
1995,23,023,"Leimbach",39,39,8,"35-39",52
1995,33,033,"Friesenberg",3,3,1,"0-4",97
1995,21,021,"Wollishofen",39,39,8,"35-39",236
1995,31,031,"Alt-Wiedikon",3,3,1,"0-4",142
1995,102,102,"Wipkingen",4,4,1,"0-4",129
1995,92,092,"Altstetten",4,4,1,"0-4",258
1995,83,083,"Weinegg",4,4,1,"0-4",35
1995,82,082,"Mühlebach",30,30,7,"30-34",148
1995,33,033,"Friesenberg",32,32,7,"30-34",133
1995,24,024,"Enge",32,32,7,"30-34",178
1995,41,041,"Werd",39,39,8,"35-39",70
1995,23,023,"Leimbach",32,32,7,"30-34",66
1995,21,021,"Wollishofen",32,32,7,"30-34",270
1995,41,041,"Werd",27,27,6,"25-29",114
1995,14,014,"City",39,39,8,"35-39",24
1995,63,063,"Oberstrass",4,4,1,"0-4",69
1995,12,012,"Hochschulen",32,32,7,"30-34",15
1995,61,061,"Unterstrass",4,4,1,"0-4",178
1995,122,122,"Schwamendingen-Mitte",27,27,6,"25-29",198
1995,123,123,"Hirzenbach",32,32,7,"30-34",187
1995,119,119,"Seebach",27,27,6,"25-29",342
1995,119,119,"Seebach",32,32,7,"30-34",311
1995,63,063,"Oberstrass",36,36,8,"35-39",154
1995,61,061,"Unterstrass",36,36,8,"35-39",355
1995,33,033,"Friesenberg",27,27,6,"25-29",105
1995,44,044,"Hard",29,29,6,"25-29",253
1995,71,071,"Fluntern",28,28,6,"25-29",102
1995,12,012,"Hochschulen",4,4,1,"0-4",2
1995,92,092,"Altstetten",25,25,6,"25-29",435
1995,11,011,"Rathaus",27,27,6,"25-29",79
1995,121,121,"Saatlen",38,38,8,"35-39",89
1995,119,119,"Seebach",38,38,8,"35-39",262
1995,63,063,"Oberstrass",28,28,6,"25-29",235
1995,41,041,"Werd",29,29,6,"25-29",114
1995,101,101,"Höngg",38,38,8,"35-39",284
1995,91,091,"Albisrieden",38,38,8,"35-39",215
1995,81,081,"Seefeld",32,32,7,"30-34",131
1995,61,061,"Unterstrass",28,28,6,"25-29",453
1995,123,123,"Hirzenbach",39,39,8,"35-39",160
1995,72,072,"Hottingen",32,32,7,"30-34",235
1995,121,121,"Saatlen",39,39,8,"35-39",100
1995,119,119,"Seebach",39,39,8,"35-39",255
1995,52,052,"Escher Wyss",28,28,6,"25-29",42
1995,81,081,"Seefeld",3,3,1,"0-4",27
1995,13,013,"Lindenhof",39,39,8,"35-39",21
1995,11,011,"Rathaus",39,39,8,"35-39",49
1995,122,122,"Schwamendingen-Mitte",26,26,6,"25-29",210
1995,123,123,"Hirzenbach",38,38,8,"35-39",159
1995,72,072,"Hottingen",3,3,1,"0-4",70
1995,82,082,"Mühlebach",32,32,7,"30-34",125
1995,42,042,"Langstrasse",28,28,6,"25-29",349
1995,115,115,"Oerlikon",38,38,8,"35-39",246
1995,82,082,"Mühlebach",39,39,8,"35-39",89
1995,34,034,"Sihlfeld",28,28,6,"25-29",506
1995,63,063,"Oberstrass",38,38,8,"35-39",142
1995,61,061,"Unterstrass",38,38,8,"35-39",297
1995,42,042,"Langstrasse",30,30,7,"30-34",302
1995,44,044,"Hard",28,28,6,"25-29",253
1995,44,044,"Hard",32,32,7,"30-34",230
1995,14,014,"City",36,36,8,"35-39",18
1995,41,041,"Werd",32,32,7,"30-34",98
1995,11,011,"Rathaus",36,36,8,"35-39",69
1995,34,034,"Sihlfeld",27,27,6,"25-29",472
1995,41,041,"Werd",28,28,6,"25-29",134
1995,63,063,"Oberstrass",39,39,8,"35-39",165
1995,52,052,"Escher Wyss",39,39,8,"35-39",31
1995,14,014,"City",32,32,7,"30-34",19
1995,42,042,"Langstrasse",39,39,8,"35-39",212
1995,122,122,"Schwamendingen-Mitte",35,35,8,"35-39",154
1995,82,082,"Mühlebach",31,31,7,"30-34",140
